sid,search,"splunk_server","_time","is_realtime","api_et","api_lt","event_count","exec_time","result_count","scan_count","search_et","search_lt",status,"total_run_time","__mv_sid","__mv_search","__mv_splunk_server","__mv__time","__mv_is_realtime","__mv_api_et","__mv_api_lt","__mv_event_count","__mv_exec_time","__mv_result_count","__mv_scan_count","__mv_search_et","__mv_search_lt","__mv_status","__mv_total_run_time"
"1712880291.46","| savedsearch instrumentation.licensing.stack","BEER-PC01","1712880291.525464",0,"1711576800.000000000","1712869199.000000000",3,1712880291,3,3,"1711576800.000000000","1712869199.000000000",completed,"0.258",,,,,,,,,,,,,,,
"1712880292.47","| savedsearch instrumentation.deployment.forwarders","BEER-PC01","1712880292.519657",0,"1711576800.000000000","1712869199.000000000",0,1712880292,0,0,"1711576800.000000000","1712869199.000000000",completed,"0.122",,,,,,,,,,,,,,,
"1712880293.48","| savedsearch instrumentation.usage.indexing.sourcetype","BEER-PC01","1712880293.299361",0,"1711576800.000000000","1712869199.000000000",7745,1712880293,48,7745,"1711576800.000000000","1712869199.000000000",completed,"0.245",,,,,,,,,,,,,,,
"1712880294.49","| savedsearch instrumentation.deployment.clustering.indexer","BEER-PC01","1712880294.383440",0,"1711576800.000000000","1712869199.000000000",0,1712880294,1,0,"1711576800.000000000","1712869199.000000000",completed,"0.11900000000000001",,,,,,,,,,,,,,,
"1712880295.50","| savedsearch instrumentation.usage.app.page","BEER-PC01","1712880295.182452",0,"1711576800.000000000","1712869199.000000000",0,1712880295,0,2,"1711576800.000000000","1712869199.000000000",completed,"0.155",,,,,,,,,,,,,,,
"1712880344.51","search index=_introspection sourcetype=splunk_telemetry | spath date | search  date>=2024-03-28 date<=2024-04-11 (visibility= *anonymous* OR visibility= *license* OR visibility= *support*)","BEER-PC01","1712880344.688691",0,"1712880196.000000000","1712880344.000000000",90,1712880344,90,91,"1712880196.000000000","1712880344.000000000",completed,"0.17200000000000001",,,,,,,,,,,,,,,
"1713398707.23","| savedsearch instrumentation.deployment.app","BEER-PC01","1713398707.397975",0,"1712782800.000000000","1713387599.000000000",0,1713398707,18,0,"1712782800.000000000","1713387599.000000000",completed,"0.085",,,,,,,,,,,,,,,
"1713398708.24","| savedsearch instrumentation.topology.deployment.licensing.slave","BEER-PC01","1713398708.201365",0,"1712782800.000000000","1713387599.000000000",0,1713398708,1,0,"1712782800.000000000","1713387599.000000000",completed,"0.074",,,,,,,,,,,,,,,
"1713398708.25","| savedsearch instrumentation.usage.search.report_acceleration","BEER-PC01","1713398708.997178",0,"1712782800.000000000","1713387599.000000000",0,1713398709,0,0,"1712782800.000000000","1713387599.000000000",failed,"0.8280000000000001",,,,,,,,,,,,,,,
"1713398710.26","| savedsearch instrumentation.usage.search.searchTelemetry","BEER-PC01","1713398710.444863",0,"1712782800.000000000","1713387599.000000000",106,1713398710,0,106,"1712782800.000000000","1713387599.000000000",failed,"0.802",,,,,,,,,,,,,,,
"1713398711.27","| savedsearch instrumentation.usage.search.searchtelemetry.sourcetypeUsage","BEER-PC01","1713398711.848494",0,"1712782800.000000000","1713387599.000000000",538,1713398712,0,538,"1712782800.000000000","1713387599.000000000",failed,"0.684",,,,,,,,,,,,,,,
"1713398713.28","| savedsearch instrumentation.usage.lookups.lookupDefinitions","BEER-PC01","1713398713.263378",0,"1712782800.000000000","1713387599.000000000",0,1713398713,0,0,"1712782800.000000000","1713387599.000000000",failed,"0.761",,,,,,,,,,,,,,,
"1713398714.29","| savedsearch instrumentation.performance.bundleReplication","BEER-PC01","1713398714.697647",0,"1712782800.000000000","1713387599.000000000",0,1713398714,0,0,"1712782800.000000000","1713387599.000000000",failed,"0.791",,,,,,,,,,,,,,,
"1713398716.30","| savedsearch instrumentation.performance.bundleReplicationCycle","BEER-PC01","1713398716.157560",0,"1712782800.000000000","1713387599.000000000",0,1713398716,0,0,"1712782800.000000000","1713387599.000000000",failed,"0.77",,,,,,,,,,,,,,,
"1713398717.31","| savedsearch instrumentation.usage.metrics","BEER-PC01","1713398717.567014",0,"1712782800.000000000","1713387599.000000000",0,1713398717,0,0,"1713397817.000000000","2147483647.000000000",completed,"0.076",,,,,,,,,,,,,,,
"1713398718.32","| savedsearch instrumentation.usage.rollup","BEER-PC01","1713398718.328263",0,"1712782800.000000000","1713387599.000000000",0,1713398718,0,0,"1712782800.000000000","1713387599.000000000",failed,"0.8220000000000001",,,,,,,,,,,,,,,
"1713398719.33","| savedsearch instrumentation.usage.kvstore","BEER-PC01","1713398719.764537",0,"1712782800.000000000","1713387599.000000000",0,1713398720,1,0,"1712782800.000000000","1713387599.000000000",completed,"0.122",,,,,,,,,,,,,,,
"1713398720.34","| savedsearch instrumentation.usage.healthMonitor.currentState","BEER-PC01","1713398720.569470",0,"1712782800.000000000","1713387599.000000000",0,1713398720,1,0,"1712782800.000000000","1713387599.000000000",completed,"0.502",,,,,,,,,,,,,,,
"1713398721.35","| savedsearch instrumentation.usage.savedSearches.alerts","BEER-PC01","1713398721.814519",0,"1712782800.000000000","1713387599.000000000",0,1713398722,0,0,"1712782800.000000000","1713387599.000000000",failed,"0.806",,,,,,,,,,,,,,,
"1713398723.36","| savedsearch instrumentation.usage.streamingMetricAlerts","BEER-PC01","1713398723.287093",0,"1712782800.000000000","1713387599.000000000",0,1713398723,0,0,"1712782800.000000000","1713387599.000000000",failed,"0.686",,,,,,,,,,,,,,,
"1713398724.37","| savedsearch instrumentation.usage.durableSearch","BEER-PC01","1713398724.521106",0,"1712782800.000000000","1713387599.000000000",0,1713398724,0,0,"1712782800.000000000","1713387599.000000000",failed,"0.667",,,,,,,,,,,,,,,
"1713398725.38","| savedsearch instrumentation.usage.rest","BEER-PC01","1713398725.951125",0,"1712782800.000000000","1713387599.000000000",364,1713398726,4,364,"1712782800.000000000","1713387599.000000000",completed,"0.231",,,,,,,,,,,,,,,
"1713398734.39","| savedsearch instrumentation.performance.indexing","BEER-PC01","1713398734.225633",0,"1712782800.000000000","1713387599.000000000",1250,1713398734,3,1250,"1712782800.000000000","1713387599.000000000",completed,"0.243",,,,,,,,,,,,,,,
"1713398735.40","| savedsearch instrumentation.performance.search","BEER-PC01","1713398735.252796",0,"1712782800.000000000","1713387599.000000000",167,1713398735,3,167,"1712782800.000000000","1713387599.000000000",completed,"0.188",,,,,,,,,,,,,,,
"1713398736.41","| savedsearch instrumentation.usage.search.concurrent","BEER-PC01","1713398736.085185",0,"1712782800.000000000","1713387599.000000000",6,1713398736,3,6,"1712782800.000000000","1713387599.000000000",completed,"0.187",,,,,,,,,,,,,,,
"1713398736.42","| savedsearch instrumentation.usage.users.active","BEER-PC01","1713398736.900674",0,"1712782800.000000000","1713387599.000000000",0,1713398737,0,473,"1712782800.000000000","1713387599.000000000",completed,"0.157",,,,,,,,,,,,,,,
"1713398737.43","| savedsearch instrumentation.deployment.node","BEER-PC01","1713398737.683259",0,"1712782800.000000000","1713387599.000000000",87,1713398737,3,87,"1712782800.000000000","1713387599.000000000",completed,"0.461",,,,,,,,,,,,,,,
"1713398738.44","| savedsearch instrumentation.deployment.index","BEER-PC01","1713398738.978220",0,"1712782800.000000000","1713387599.000000000",0,1713398739,11,0,"1712782800.000000000","1713387599.000000000",completed,"0.483",,,,,,,,,,,,,,,
"1713398740.45","| savedsearch instrumentation.usage.search.type","BEER-PC01","1713398740.261649",0,"1712782800.000000000","1713387599.000000000",6,1713398740,3,6,"1712782800.000000000","1713387599.000000000",completed,"0.157",,,,,,,,,,,,,,,
"1713398741.46","| savedsearch instrumentation.licensing.stack","BEER-PC01","1713398741.071096",0,"1712782800.000000000","1713387599.000000000",3,1713398741,3,3,"1712782800.000000000","1713387599.000000000",completed,"0.211",,,,,,,,,,,,,,,
"1713398741.47","| savedsearch instrumentation.deployment.forwarders","BEER-PC01","1713398741.882072",0,"1712782800.000000000","1713387599.000000000",0,1713398742,0,0,"1712782800.000000000","1713387599.000000000",completed,"0.117",,,,,,,,,,,,,,,
"1713398742.48","| savedsearch instrumentation.usage.indexing.sourcetype","BEER-PC01","1713398742.673586",0,"1712782800.000000000","1713387599.000000000",6695,1713398742,47,6695,"1712782800.000000000","1713387599.000000000",completed,"0.225",,,,,,,,,,,,,,,
"1713398743.49","| savedsearch instrumentation.deployment.clustering.indexer","BEER-PC01","1713398743.727864",0,"1712782800.000000000","1713387599.000000000",0,1713398743,1,0,"1712782800.000000000","1713387599.000000000",completed,"0.127",,,,,,,,,,,,,,,
"1713398744.50","| savedsearch instrumentation.usage.app.page","BEER-PC01","1713398744.533537",0,"1712782800.000000000","1713387599.000000000",0,1713398744,0,2,"1712782800.000000000","1713387599.000000000",completed,"0.17500000000000002",,,,,,,,,,,,,,,
"1713398751.51","search index=_introspection sourcetype=splunk_telemetry | spath date | search  date>=2024-04-11 date<=2024-04-17 (visibility= *anonymous* OR visibility= *license* OR visibility= *support*)","BEER-PC01","1713398751.669634",0,"1713398646.000000000","1713398751.000000000",91,1713398751,91,92,"1713398646.000000000","1713398751.000000000",completed,"0.161",,,,,,,,,,,,,,,
"1717719300.5","| savedsearch instrumentation.deployment.app","BEER-PC01","1717719300.514195",0,"1713301200.000000000","1717707599.000000000",0,1717719300,18,0,"1713301200.000000000","1717707599.000000000",completed,"0.08",,,,,,,,,,,,,,,
"1717719301.6","| savedsearch instrumentation.topology.deployment.licensing.slave","BEER-PC01","1717719301.286773",0,"1713301200.000000000","1717707599.000000000",0,1717719301,1,0,"1713301200.000000000","1717707599.000000000",completed,"0.057",,,,,,,,,,,,,,,
"1717719302.7","| savedsearch instrumentation.usage.search.report_acceleration","BEER-PC01","1717719302.084996",0,"1713301200.000000000","1717707599.000000000",0,1717719302,0,0,"1713301200.000000000","1717707599.000000000",failed,"0.917",,,,,,,,,,,,,,,
"1717719303.8","| savedsearch instrumentation.usage.search.searchTelemetry","BEER-PC01","1717719303.755267",0,"1713301200.000000000","1717707599.000000000",195,1717719304,0,195,"1713301200.000000000","1717707599.000000000",failed,"0.812",,,,,,,,,,,,,,,
"1717719305.9","| savedsearch instrumentation.usage.search.searchtelemetry.sourcetypeUsage","BEER-PC01","1717719305.187645",0,"1713301200.000000000","1717707599.000000000",833,1717719305,0,833,"1713301200.000000000","1717707599.000000000",failed,"0.733",,,,,,,,,,,,,,,
"1717719306.10","| savedsearch instrumentation.usage.lookups.lookupDefinitions","BEER-PC01","1717719306.620266",0,"1713301200.000000000","1717707599.000000000",0,1717719306,0,0,"1713301200.000000000","1717707599.000000000",failed,"0.809",,,,,,,,,,,,,,,
"1717719308.11","| savedsearch instrumentation.performance.bundleReplication","BEER-PC01","1717719308.058947",0,"1713301200.000000000","1717707599.000000000",0,1717719308,0,0,"1713301200.000000000","1717707599.000000000",failed,"0.745",,,,,,,,,,,,,,,
"1717719309.12","| savedsearch instrumentation.performance.bundleReplicationCycle","BEER-PC01","1717719309.511662",0,"1713301200.000000000","1717707599.000000000",0,1717719309,0,0,"1713301200.000000000","1717707599.000000000",failed,"0.6",,,,,,,,,,,,,,,
"1717719310.13","| savedsearch instrumentation.usage.metrics","BEER-PC01","1717719310.759737",0,"1713301200.000000000","1717707599.000000000",0,1717719311,0,0,"1717718410.000000000","2147483647.000000000",completed,"0.085",,,,,,,,,,,,,,,
"1717719311.14","| savedsearch instrumentation.usage.rollup","BEER-PC01","1717719311.612148",0,"1713301200.000000000","1717707599.000000000",0,1717719311,0,0,"1713301200.000000000","1717707599.000000000",failed,"0.836",,,,,,,,,,,,,,,
"1717719313.15","| savedsearch instrumentation.usage.kvstore","BEER-PC01","1717719313.066956",0,"1713301200.000000000","1717707599.000000000",0,1717719313,1,0,"1713301200.000000000","1717707599.000000000",completed,"0.11800000000000001",,,,,,,,,,,,,,,
"1717719313.16","| savedsearch instrumentation.usage.healthMonitor.currentState","BEER-PC01","1717719313.875336",0,"1713301200.000000000","1717707599.000000000",0,1717719314,1,0,"1713301200.000000000","1717707599.000000000",completed,"0.671",,,,,,,,,,,,,,,
"1717719315.17","| savedsearch instrumentation.usage.savedSearches.alerts","BEER-PC01","1717719315.347288",0,"1713301200.000000000","1717707599.000000000",0,1717719315,0,0,"1713301200.000000000","1717707599.000000000",failed,"0.647",,,,,,,,,,,,,,,
"1717719316.18","| savedsearch instrumentation.usage.streamingMetricAlerts","BEER-PC01","1717719316.774161",0,"1713301200.000000000","1717707599.000000000",0,1717719317,0,0,"1713301200.000000000","1717707599.000000000",failed,"0.728",,,,,,,,,,,,,,,
"1717719318.19","| savedsearch instrumentation.usage.durableSearch","BEER-PC01","1717719318.196856",0,"1713301200.000000000","1717707599.000000000",0,1717719318,0,0,"1713301200.000000000","1717707599.000000000",failed,"0.72",,,,,,,,,,,,,,,
"1717719319.20","| savedsearch instrumentation.usage.rest","BEER-PC01","1717719319.660172",0,"1713301200.000000000","1717707599.000000000",57,1717719319,0,57,"1713301200.000000000","1717707599.000000000",completed,"0.255",,,,,,,,,,,,,,,
"1717719327.21","| savedsearch instrumentation.performance.indexing","BEER-PC01","1717719327.891737",0,"1713301200.000000000","1717707599.000000000",1520,1717719328,15,1520,"1713301200.000000000","1717707599.000000000",completed,"0.28600000000000003",,,,,,,,,,,,,,,
"1717719328.22","| savedsearch instrumentation.performance.search","BEER-PC01","1717719328.937187",0,"1713301200.000000000","1717707599.000000000",341,1717719329,12,341,"1713301200.000000000","1717707599.000000000",completed,"0.168",,,,,,,,,,,,,,,
"1717719329.23","| savedsearch instrumentation.usage.search.concurrent","BEER-PC01","1717719329.777365",0,"1713301200.000000000","1717707599.000000000",8,1717719330,4,8,"1713301200.000000000","1717707599.000000000",completed,"0.132",,,,,,,,,,,,,,,
"1717719330.24","| savedsearch instrumentation.usage.users.active","BEER-PC01","1717719330.549545",0,"1713301200.000000000","1717707599.000000000",0,1717719330,0,751,"1713301200.000000000","1717707599.000000000",completed,"0.138",,,,,,,,,,,,,,,
"1717719331.25","| savedsearch instrumentation.deployment.node","BEER-PC01","1717719331.301777",0,"1713301200.000000000","1717707599.000000000",204,1717719331,14,204,"1713301200.000000000","1717707599.000000000",completed,"0.388",,,,,,,,,,,,,,,
"1717719332.26","| savedsearch instrumentation.deployment.index","BEER-PC01","1717719332.407808",0,"1713301200.000000000","1717707599.000000000",0,1717719332,11,0,"1713301200.000000000","1717707599.000000000",completed,"0.47000000000000003",,,,,,,,,,,,,,,
"1717719333.27","| savedsearch instrumentation.usage.search.type","BEER-PC01","1717719333.683705",0,"1713301200.000000000","1717707599.000000000",8,1717719333,4,8,"1713301200.000000000","1717707599.000000000",completed,"0.124",,,,,,,,,,,,,,,
"1717719334.28","| savedsearch instrumentation.licensing.stack","BEER-PC01","1717719334.506474",0,"1713301200.000000000","1717707599.000000000",17,1717719334,17,17,"1713301200.000000000","1717707599.000000000",completed,"0.187",,,,,,,,,,,,,,,
"1717719335.29","| savedsearch instrumentation.deployment.forwarders","BEER-PC01","1717719335.298517",0,"1713301200.000000000","1717707599.000000000",0,1717719335,0,0,"1713301200.000000000","1717707599.000000000",completed,"0.10400000000000001",,,,,,,,,,,,,,,
"1717719336.30","| savedsearch instrumentation.usage.indexing.sourcetype","BEER-PC01","1717719336.066696",0,"1713301200.000000000","1717707599.000000000",8256,1717719336,157,8256,"1713301200.000000000","1717707599.000000000",completed,"0.249",,,,,,,,,,,,,,,
"1717719337.31","| savedsearch instrumentation.deployment.clustering.indexer","BEER-PC01","1717719337.281684",0,"1713301200.000000000","1717707599.000000000",0,1717719337,1,0,"1713301200.000000000","1717707599.000000000",completed,"0.129",,,,,,,,,,,,,,,
"1717719338.32","| savedsearch instrumentation.usage.app.page","BEER-PC01","1717719338.113028",0,"1713301200.000000000","1717707599.000000000",0,1717719338,0,0,"1713301200.000000000","1717707599.000000000",completed,"0.15",,,,,,,,,,,,,,,
"1717719345.33","search index=_introspection sourcetype=splunk_telemetry | spath date | search  date>=2024-04-17 date<=2024-06-06 (visibility= *anonymous* OR visibility= *license* OR visibility= *support*)","BEER-PC01","1717719345.124500",0,"1717719114.000000000","1717719344.000000000",245,1717719345,245,246,"1717719114.000000000","1717719344.000000000",completed,"0.17200000000000001",,,,,,,,,,,,,,,
"1717806706.130","| savedsearch instrumentation.deployment.app","BEER-PC01","1717806706.628657",0,"1717621200.000000000","1717793999.000000000",0,1717806706,18,0,"1717621200.000000000","1717793999.000000000",completed,"0.093",,,,,,,,,,,,,,,
"1717806707.131","| savedsearch instrumentation.topology.deployment.licensing.slave","BEER-PC01","1717806707.454686",0,"1717621200.000000000","1717793999.000000000",0,1717806707,1,0,"1717621200.000000000","1717793999.000000000",completed,"0.068",,,,,,,,,,,,,,,
"1717806708.132","| savedsearch instrumentation.usage.search.report_acceleration","BEER-PC01","1717806708.275267",0,"1717621200.000000000","1717793999.000000000",0,1717806708,0,0,"1717621200.000000000","1717793999.000000000",failed,"0.868",,,,,,,,,,,,,,,
"1717806709.133","| savedsearch instrumentation.usage.search.searchTelemetry","BEER-PC01","1717806709.970299",0,"1717621200.000000000","1717793999.000000000",202,1717806710,0,202,"1717621200.000000000","1717793999.000000000",failed,"0.91",,,,,,,,,,,,,,,
"1717806711.134","| savedsearch instrumentation.usage.search.searchtelemetry.sourcetypeUsage","BEER-PC01","1717806711.732939",0,"1717621200.000000000","1717793999.000000000",696,1717806711,0,696,"1717621200.000000000","1717793999.000000000",failed,"0.763",,,,,,,,,,,,,,,
"1717806713.135","| savedsearch instrumentation.usage.lookups.lookupDefinitions","BEER-PC01","1717806713.196797",0,"1717621200.000000000","1717793999.000000000",0,1717806713,0,0,"1717621200.000000000","1717793999.000000000",failed,"0.714",,,,,,,,,,,,,,,
"1717806714.136","| savedsearch instrumentation.performance.bundleReplication","BEER-PC01","1717806714.655486",0,"1717621200.000000000","1717793999.000000000",0,1717806714,0,0,"1717621200.000000000","1717793999.000000000",failed,"0.749",,,,,,,,,,,,,,,
"1717806716.137","| savedsearch instrumentation.performance.bundleReplicationCycle","BEER-PC01","1717806716.128157",0,"1717621200.000000000","1717793999.000000000",0,1717806716,0,0,"1717621200.000000000","1717793999.000000000",failed,"0.59",,,,,,,,,,,,,,,
"1717806717.138","| savedsearch instrumentation.usage.metrics","BEER-PC01","1717806717.386922",0,"1717621200.000000000","1717793999.000000000",0,1717806717,0,0,"1717805817.000000000","2147483647.000000000",completed,"0.077",,,,,,,,,,,,,,,
"1717806718.139","| savedsearch instrumentation.usage.rollup","BEER-PC01","1717806718.213248",0,"1717621200.000000000","1717793999.000000000",0,1717806718,0,0,"1717621200.000000000","1717793999.000000000",failed,"0.8290000000000001",,,,,,,,,,,,,,,
"1717806719.140","| savedsearch instrumentation.usage.kvstore","BEER-PC01","1717806719.694086",0,"1717621200.000000000","1717793999.000000000",0,1717806719,1,0,"1717621200.000000000","1717793999.000000000",completed,"0.123",,,,,,,,,,,,,,,
"1717806720.141","| savedsearch instrumentation.usage.healthMonitor.currentState","BEER-PC01","1717806720.544729",0,"1717621200.000000000","1717793999.000000000",0,1717806720,1,0,"1717621200.000000000","1717793999.000000000",completed,"0.552",,,,,,,,,,,,,,,
"1717806721.142","| savedsearch instrumentation.usage.savedSearches.alerts","BEER-PC01","1717806721.805128",0,"1717621200.000000000","1717793999.000000000",0,1717806722,0,0,"1717621200.000000000","1717793999.000000000",failed,"0.731",,,,,,,,,,,,,,,
"1717806723.143","| savedsearch instrumentation.usage.streamingMetricAlerts","BEER-PC01","1717806723.293961",0,"1717621200.000000000","1717793999.000000000",0,1717806723,0,0,"1717621200.000000000","1717793999.000000000",failed,"0.788",,,,,,,,,,,,,,,
"1717806724.144","| savedsearch instrumentation.usage.durableSearch","BEER-PC01","1717806724.746112",0,"1717621200.000000000","1717793999.000000000",0,1717806724,0,0,"1717621200.000000000","1717793999.000000000",failed,"0.73",,,,,,,,,,,,,,,
"1717806726.145","| savedsearch instrumentation.usage.rest","BEER-PC01","1717806726.229638",0,"1717621200.000000000","1717793999.000000000",380,1717806726,4,380,"1717621200.000000000","1717793999.000000000",completed,"0.181",,,,,,,,,,,,,,,
"1717806734.146","| savedsearch instrumentation.performance.indexing","BEER-PC01","1717806734.350186",0,"1717621200.000000000","1717793999.000000000",2861,1717806734,2,2861,"1717621200.000000000","1717793999.000000000",completed,"0.226",,,,,,,,,,,,,,,
"1717806735.147","| savedsearch instrumentation.performance.search","BEER-PC01","1717806735.374841",0,"1717621200.000000000","1717793999.000000000",243,1717806735,2,243,"1717621200.000000000","1717793999.000000000",completed,"0.17",,,,,,,,,,,,,,,
"1717806736.148","| savedsearch instrumentation.usage.search.concurrent","BEER-PC01","1717806736.191795",0,"1717621200.000000000","1717793999.000000000",5,1717806736,2,5,"1717621200.000000000","1717793999.000000000",completed,"0.154",,,,,,,,,,,,,,,
"1717806737.149","| savedsearch instrumentation.usage.users.active","BEER-PC01","1717806737.021257",0,"1717621200.000000000","1717793999.000000000",0,1717806737,0,643,"1717621200.000000000","1717793999.000000000",completed,"0.148",,,,,,,,,,,,,,,
"1717806737.150","| savedsearch instrumentation.deployment.node","BEER-PC01","1717806737.823982",0,"1717621200.000000000","1717793999.000000000",243,1717806738,2,243,"1717621200.000000000","1717793999.000000000",completed,"0.497",,,,,,,,,,,,,,,
"1717806739.151","| savedsearch instrumentation.deployment.index","BEER-PC01","1717806739.076167",0,"1717621200.000000000","1717793999.000000000",0,1717806739,11,0,"1717621200.000000000","1717793999.000000000",completed,"0.515",,,,,,,,,,,,,,,
"1717806740.152","| savedsearch instrumentation.usage.search.type","BEER-PC01","1717806740.428176",0,"1717621200.000000000","1717793999.000000000",5,1717806740,2,5,"1717621200.000000000","1717793999.000000000",completed,"0.146",,,,,,,,,,,,,,,
"1717806741.153","| savedsearch instrumentation.licensing.stack","BEER-PC01","1717806741.260890",0,"1717621200.000000000","1717793999.000000000",2,1717806741,2,2,"1717621200.000000000","1717793999.000000000",completed,"0.19",,,,,,,,,,,,,,,
"1717806742.154","| savedsearch instrumentation.deployment.forwarders","BEER-PC01","1717806742.070982",0,"1717621200.000000000","1717793999.000000000",0,1717806742,0,0,"1717621200.000000000","1717793999.000000000",completed,"0.123",,,,,,,,,,,,,,,
"1717806742.155","| savedsearch instrumentation.usage.indexing.sourcetype","BEER-PC01","1717806742.915736",0,"1717621200.000000000","1717793999.000000000",15387,1717806743,32,15387,"1717621200.000000000","1717793999.000000000",completed,"0.277",,,,,,,,,,,,,,,
"1717806744.156","| savedsearch instrumentation.deployment.clustering.indexer","BEER-PC01","1717806744.027685",0,"1717621200.000000000","1717793999.000000000",0,1717806744,1,0,"1717621200.000000000","1717793999.000000000",completed,"0.116",,,,,,,,,,,,,,,
"1717806744.157","| savedsearch instrumentation.usage.app.page","BEER-PC01","1717806744.874765",0,"1717621200.000000000","1717793999.000000000",0,1717806745,0,1,"1717621200.000000000","1717793999.000000000",completed,"0.153",,,,,,,,,,,,,,,
"1717806751.158","search index=_introspection sourcetype=splunk_telemetry | spath date | search  date>=2024-06-06 date<=2024-06-07 (visibility= *anonymous* OR visibility= *license* OR visibility= *support*)","BEER-PC01","1717806751.907235",0,"1717806563.000000000","1717806751.000000000",70,1717806752,70,71,"1717806563.000000000","1717806751.000000000",completed,"0.151",,,,,,,,,,,,,,,
"1717892070.253","| savedsearch instrumentation.deployment.app","BEER-PC01","1717892070.934823",0,"1717707600.000000000","1717880399.000000000",0,1717892071,18,0,"1717707600.000000000","1717880399.000000000",completed,"0.082",,,,,,,,,,,,,,,
"1717892071.254","| savedsearch instrumentation.topology.deployment.licensing.slave","BEER-PC01","1717892071.743918",0,"1717707600.000000000","1717880399.000000000",0,1717892071,1,0,"1717707600.000000000","1717880399.000000000",completed,"0.059000000000000004",,,,,,,,,,,,,,,
"1717892072.255","| savedsearch instrumentation.usage.search.report_acceleration","BEER-PC01","1717892072.549572",0,"1717707600.000000000","1717880399.000000000",0,1717892072,0,0,"1717707600.000000000","1717880399.000000000",failed,"0.909",,,,,,,,,,,,,,,
"1717892074.256","| savedsearch instrumentation.usage.search.searchTelemetry","BEER-PC01","1717892074.199507",0,"1717707600.000000000","1717880399.000000000",250,1717892074,0,250,"1717707600.000000000","1717880399.000000000",failed,"0.8240000000000001",,,,,,,,,,,,,,,
"1717892075.257","| savedsearch instrumentation.usage.search.searchtelemetry.sourcetypeUsage","BEER-PC01","1717892075.665879",0,"1717707600.000000000","1717880399.000000000",974,1717892075,0,974,"1717707600.000000000","1717880399.000000000",failed,"0.748",,,,,,,,,,,,,,,
"1717892077.258","| savedsearch instrumentation.usage.lookups.lookupDefinitions","BEER-PC01","1717892077.121860",0,"1717707600.000000000","1717880399.000000000",0,1717892077,0,0,"1717707600.000000000","1717880399.000000000",failed,"0.8320000000000001",,,,,,,,,,,,,,,
"1717892078.259","| savedsearch instrumentation.performance.bundleReplication","BEER-PC01","1717892078.595148",0,"1717707600.000000000","1717880399.000000000",0,1717892078,0,0,"1717707600.000000000","1717880399.000000000",failed,"0.679",,,,,,,,,,,,,,,
"1717892080.260","| savedsearch instrumentation.performance.bundleReplicationCycle","BEER-PC01","1717892080.090501",0,"1717707600.000000000","1717880399.000000000",0,1717892080,0,0,"1717707600.000000000","1717880399.000000000",failed,"0.647",,,,,,,,,,,,,,,
"1717892081.261","| savedsearch instrumentation.usage.metrics","BEER-PC01","1717892081.362163",0,"1717707600.000000000","1717880399.000000000",0,1717892081,0,0,"1717891181.000000000","2147483647.000000000",completed,"0.073",,,,,,,,,,,,,,,
"1717892082.262","| savedsearch instrumentation.usage.rollup","BEER-PC01","1717892082.162620",0,"1717707600.000000000","1717880399.000000000",0,1717892082,0,0,"1717707600.000000000","1717880399.000000000",failed,"0.903",,,,,,,,,,,,,,,
"1717892083.263","| savedsearch instrumentation.usage.kvstore","BEER-PC01","1717892083.674533",0,"1717707600.000000000","1717880399.000000000",0,1717892083,1,0,"1717707600.000000000","1717880399.000000000",completed,"0.094",,,,,,,,,,,,,,,
"1717892084.264","| savedsearch instrumentation.usage.healthMonitor.currentState","BEER-PC01","1717892084.495996",0,"1717707600.000000000","1717880399.000000000",0,1717892084,1,0,"1717707600.000000000","1717880399.000000000",completed,"0.5650000000000001",,,,,,,,,,,,,,,
"1717892085.265","| savedsearch instrumentation.usage.savedSearches.alerts","BEER-PC01","1717892085.778376",0,"1717707600.000000000","1717880399.000000000",0,1717892086,0,0,"1717707600.000000000","1717880399.000000000",failed,"0.859",,,,,,,,,,,,,,,
"1717892087.266","| savedsearch instrumentation.usage.streamingMetricAlerts","BEER-PC01","1717892087.357264",0,"1717707600.000000000","1717880399.000000000",0,1717892087,0,0,"1717707600.000000000","1717880399.000000000",failed,"0.6890000000000001",,,,,,,,,,,,,,,
"1717892088.267","| savedsearch instrumentation.usage.durableSearch","BEER-PC01","1717892088.888277",0,"1717707600.000000000","1717880399.000000000",0,1717892089,0,0,"1717707600.000000000","1717880399.000000000",failed,"0.724",,,,,,,,,,,,,,,
"1717892090.268","| savedsearch instrumentation.usage.rest","BEER-PC01","1717892090.377926",0,"1717707600.000000000","1717880399.000000000",698,1717892090,4,698,"1717707600.000000000","1717880399.000000000",completed,"0.18",,,,,,,,,,,,,,,
"1717892098.269","| savedsearch instrumentation.performance.indexing","BEER-PC01","1717892098.512868",0,"1717707600.000000000","1717880399.000000000",3201,1717892098,2,3201,"1717707600.000000000","1717880399.000000000",completed,"0.253",,,,,,,,,,,,,,,
"1717892099.270","| savedsearch instrumentation.performance.search","BEER-PC01","1717892099.549766",0,"1717707600.000000000","1717880399.000000000",255,1717892099,2,255,"1717707600.000000000","1717880399.000000000",completed,"0.201",,,,,,,,,,,,,,,
"1717892100.271","| savedsearch instrumentation.usage.search.concurrent","BEER-PC01","1717892100.368055",0,"1717707600.000000000","1717880399.000000000",5,1717892100,2,5,"1717707600.000000000","1717880399.000000000",completed,"0.157",,,,,,,,,,,,,,,
